CustomerId,Age,Gender,Churn
15634602,42,Male,1
15647311,41,Male,0
15619304,42,Female,1
15701354,39,Female,0
15737888,43,Male,0
15574012,44,Female,1
15592531,50,Male,0
15656148,29,Female,1
15792365,44,Male,0
15592389,27,Male,0
15691483,25,Female,0
15600882,35,Male,0
15643966,45,Male,0
15737452,58,Female,1
15788218,24,Male,0
15661507,45,Female,0
15568982,24,Male,0
15577657,41,Male,0
15597945,32,Female,0
15699309,38,Female,1
15725737,46,Male,0
15625047,38,Male,0
15738191,25,Male,0
15736816,36,Male,0
15700772,44,Female,0
15728693,43,Male,0
15656300,29,Male,0
15589475,39,Female,1
15706552,36,Male,0
15750181,41,Female,0
15659428,42,Male,0
15732963,29,Male,0
15794171,45,Female,1
15788448,31,Male,0
15619360,40,Female,0
15738148,51,Female,1
15687946,61,Male,0
15755196,49,Female,1
15684171,61,Male,0
15754849,32,Male,0
15602280,27,Male,1
15771573,39,Male,1
15766205,38,Male,0
15771873,37,Female,0
15616550,44,Female,0
15768193,36,Female,0
15683553,33,Female,0
15702298,41,Female,1
15569590,42,Female,1
15760861,43,Male,0
15630053,45,Female,0
15647091,19,Female,0
15623944,66,Female,1
15804771,51,Male,0
15651280,35,Female,0
15773469,27,Female,0
15702014,33,Female,0
15751208,56,Male,0
15592461,26,Male,0
15789484,36,Male,0
15696061,34,Female,0
15641582,43,Male,0
15638424,35,Male,0
15755648,21,Female,0
15703793,58,Female,1
15620344,29,Female,0
15812518,37,Male,0
15779052,25,Male,0
15770811,36,Male,0
15780961,21,Female,0
15614049,55,Male,0
15662085,32,Male,0
15575185,33,Male,0
15803136,41,Female,0
15706021,34,Female,0
15663706,32,Female,1
15641732,36,Female,0
15701164,34,Male,0
15738751,46,Female,0
15805254,75,Male,0
15762418,22,Female,1
15625759,30,Female,0
15622897,46,Female,1
15767954,28,Male,0
15757535,44,Male,1
15731511,45,Female,0
15809248,36,Female,0
15640635,29,Male,0
15676966,42,Male,0
15699461,35,Male,0
15738721,41,Male,0
15693683,29,Male,0
15604348,22,Female,0
15633059,34,Female,0
15808582,40,Male,0
15743192,44,Female,0
15580146,31,Female,0
15776605,36,Female,0
15804919,65,Male,1
15613854,46,Male,1
15599195,32,Male,0
15812878,36,Male,0
15602312,33,Female,0
15744689,35,Female,1
15803526,30,Male,0
15665790,39,Female,0
15715951,42,Female,0
15591100,36,Male,0
15609618,28,Male,1
15675522,30,Male,0
15705512,37,Female,0
15698028,41,Female,0
15661670,31,Female,1
15600781,34,Female,0
15682472,34,Female,0
15580203,39,Female,0
15690673,39,Female,0
15760085,48,Male,0
15779659,28,Female,0
15627360,42,Female,1
15671137,52,Male,1
15782688,56,Female,1
15575492,41,Female,0
15591607,24,Female,0
15740404,34,Male,0
15718369,33,Male,0
15677871,38,Male,0
15642004,25,Male,0
15712543,39,Male,0
15584518,50,Male,0
15802381,34,Male,0
15610156,40,Male,0
15594408,48,Female,1
15640905,35,Male,1
15698932,44,Female,0
15724944,34,Male,0
15628145,43,Male,0
15713483,52,Female,1
15612350,31,Female,1
15800703,21,Male,0
15705707,29,Female,0
15754105,37,Female,0
15703264,44,Female,0
15794413,32,Male,0
15650237,32,Female,0
15759618,48,Female,1
15811589,42,Female,0
15689044,37,Female,0
15709368,43,Male,0
15679145,57,Female,1
15655007,33,Female,0
15623595,28,Male,0
15589975,73,Male,0
15804017,33,Female,0
15692132,22,Male,0
15641122,30,Female,0
15630910,49,Female,0
15680772,36,Male,0
15658929,29,Female,1
15585388,31,Male,0
15724623,24,Female,1
15588537,41,Female,0
15574692,39,Female,1
15611325,24,Female,0
15587562,29,Female,0
15613172,27,Female,0
15651022,44,Female,1
15586310,30,Female,0
15625524,40,Male,0
15755209,35,Male,0
15645248,30,Male,0
15790355,36,Female,0
15762615,40,Male,0
15625426,55,Female,1
15716334,45,Male,0
15789669,65,Male,0
15621075,45,Female,0
15810845,42,Male,0
15719377,50,Male,1
15654506,32,Female,0
15771977,39,Female,0
15708710,37,Male,0
15726676,30,Male,0
15587421,34,Female,0
15726931,41,Female,1
15771086,36,Female,0
15756850,40,Female,0
15702741,32,Female,0
15679200,29,Female,0
15594815,35,Male,0
15635905,32,Male,0
15777892,37,Male,0
15656176,57,Male,0
15811127,35,Female,0
15604482,30,Male,0
15622911,42,Male,0
15600974,50,Male,1
15727868,38,Male,1
15627801,33,Female,0
15773039,37,Male,0
15755262,41,Female,1
15679531,34,Male,0
15684181,45,Female,1
15612087,45,Male,0
15752047,33,Female,0
15624592,31,Male,0
15573152,41,Female,0
15594917,34,Male,0
15785542,26,Female,0
15723488,47,Male,1
15680920,46,Female,0
15786308,33,Female,0
15659366,43,Female,1
15774854,54,Male,1
15725311,31,Male,0
15787155,30,Male,0
15727829,42,Male,0
15733247,33,Female,1
15568748,45,Male,1
15699029,37,Female,0
15774393,30,Male,0
15676895,39,Male,1
15637753,50,Female,1
15605461,29,Female,0
15808473,72,Male,0
15627000,40,Female,0
15787174,37,Male,0
15723886,20,Male,0
15704769,67,Male,0
15772896,42,Female,1
15711540,29,Male,0
15764866,43,Female,1
15794056,46,Female,1
15795149,28,Male,0
15812009,38,Female,0
15651001,39,Female,0
15813844,37,Male,0
15596175,67,Male,1
15576269,34,Female,0
15797219,40,Female,1
15685500,26,Female,0
15599792,26,Male,0
15657566,24,Male,0
15772423,54,Female,1
15628112,36,Female,0
15753754,34,Male,0
15793726,79,Male,0
15694717,37,Male,0
15665834,28,Female,0
15765297,41,Male,0
15636684,34,Male,0
15592979,34,Female,0
15750803,30,Male,0
15607178,38,Male,0
15713853,42,Male,0
15673481,48,Female,0
15686776,32,Female,0
15673693,26,Male,0
15700696,31,Male,0
15813163,36,Female,0
15653857,34,Male,0
15777076,36,Female,0
15717398,39,Female,1
15799217,35,Female,0
15787071,41,Male,0
15619955,34,Female,1
15796505,34,Male,0
15725166,30,Female,0
15800116,28,Male,0
15758685,37,Male,0
15694456,62,Male,1
15767339,53,Female,0
15683562,35,Male,0
15782210,46,Female,1
15668893,39,Male,0
15669169,29,Male,0
15643024,35,Male,1
15699389,42,Male,0
15708608,22,Male,0
15626144,40,Female,0
15573112,29,Female,0
15790678,32,Female,0
15727556,26,Male,0
15697307,34,Female,0
15652266,42,Male,0
15607098,41,Female,0
15655774,27,Female,0
15590241,34,Female,1
15785819,38,Male,0
15723654,25,Female,0
15774510,31,Male,0
15684173,44,Female,1
15650068,58,Male,0
15811490,33,Male,0
15803976,31,Female,0
15682541,36,Female,0
15695699,35,Female,0
15624188,33,Male,0
15812191,33,Female,0
15636673,31,Male,0
15594898,43,Male,1
15660211,35,Female,0
15773972,50,Female,1
15746726,31,Female,0
15712287,80,Male,0
15702919,30,Female,0
15674398,38,Female,0
15797960,59,Female,0
15631868,36,Male,0
15581539,37,Female,0
15662736,49,Female,1
15666252,42,Male,0
15677512,22,Female,0
15626114,24,Female,0
15810834,57,Male,0
15678910,30,Male,0
15694408,40,Female,1
15585215,31,Female,0
15682757,30,Female,0
15736601,35,Female,0
15601848,35,Female,0
15736008,46,Female,1
15669064,35,Male,0
15624528,26,Male,0
15598493,50,Male,0
15601274,40,Female,0
15702669,44,Male,0
15728669,30,Female,1
15742668,37,Female,0
15697441,29,Female,1
15740476,32,Male,0
15648064,33,Female,0
15636624,39,Female,1
15807923,39,Female,1
15745844,40,Male,1
15786170,31,Female,0
15681081,47,Male,0
15684484,22,Female,0
15785869,25,Female,0
15763859,43,Female,0
15658935,34,Female,0
15747358,59,Male,0
15735203,32,Male,0
15576256,39,Male,0
15659420,32,Male,0
15593365,39,Male,0
15777352,32,Female,0
15812007,25,Male,0
15625461,45,Male,0
15739438,30,Female,0
15611759,57,Male,0
15661629,34,Female,1
15633950,41,Male,0
15592386,58,Male,0
15803716,28,Male,0
15696674,45,Male,1
15706365,50,Male,0
15745088,29,Female,0
15676715,68,Male,0
15613085,33,Male,0
15633537,42,Female,0
15594720,35,Male,0
15684042,34,Male,0
15583303,29,Female,0
15611579,42,Male,0
15774696,75,Male,0
15694506,31,Male,0
15688074,31,Male,0
15759537,35,Male,0
15758449,39,Male,0
15583456,45,Male,1
15667871,35,Female,0
15677371,30,Female,0
15629677,39,Female,1
15713578,50,Male,0
15591509,36,Female,0
15568240,30,Male,0
15622993,28,Female,0
15689294,44,Female,0
15720910,66,Male,0
15721181,46,Female,0
15776433,62,Male,0
15748936,45,Male,0
15717225,21,Female,0
15685226,29,Male,0
15785611,38,Male,0
15573456,46,Female,1
15684548,38,Female,1
15620505,24,Male,0
15807432,37,Male,0
15584766,33,Male,0
15612187,32,Female,0
15762218,39,Male,0
15646372,66,Female,1
15690452,52,Female,0
15747795,38,Male,0
15781589,52,Male,0
15732674,36,Male,0
15642291,23,Male,0
15692761,36,Female,0
15578045,49,Female,1
15745354,37,Female,0
15701376,37,Male,0
15691625,41,Female,0
15566594,23,Female,0
15760431,38,Male,0
15686302,31,Male,0
15801559,41,Male,1
15810432,35,Female,0
15809616,26,Female,0
15720559,61,Female,1
15695632,39,Male,0
15659843,46,Female,0
15615624,28,Female,0
15810418,60,Female,1
15716186,38,Female,0
15674551,40,Female,1
15622834,35,Female,0
15566111,39,Female,0
15784597,26,Female,0
15652883,39,Female,0
15806964,45,Male,0
15576313,40,Female,0
15806467,40,Female,1
15597602,57,Male,1
15743040,41,Male,0
15705521,33,Female,0
15595039,37,Female,1
15799384,33,Female,0
15581197,51,Male,0
15693737,30,Female,0
15624623,35,Female,0
15783501,38,Female,0
15690134,42,Male,0
15782735,35,Female,0
15611088,31,Female,0
15672145,34,Male,0
15732628,46,Male,0
15787470,47,Female,1
15803406,26,Male,0
15730460,37,Female,0
15644572,40,Male,0
15694860,38,Female,1
15658169,47,Female,0
15794396,38,Female,0
15785798,40,Male,0
15710825,31,Female,0
15668444,44,Female,0
15726631,39,Male,0
15733797,36,Female,0
15747960,33,Male,0
15634632,38,Female,0
15707362,43,Male,1
15662976,37,Male,0
15732778,29,Male,0
15718443,39,Female,0
15670039,25,Female,0
15773792,32,Male,1
15613786,26,Male,0
15726032,33,Female,0
15663252,32,Male,0
15593782,38,Female,1
15633283,35,Female,0
15749167,35,Male,0
15759298,27,Male,0
15683625,37,Female,1
15635367,26,Female,0
15681705,28,Female,0
15603156,33,Female,0
15591986,46,Female,1
15798888,31,Male,0
15809722,40,Female,0
15677538,38,Male,0
15797736,29,Male,0
15695585,34,Male,0
15744398,23,Female,0
15750658,37,Female,0
15578186,37,Female,0
15676519,61,Female,1
15637954,35,Male,0
15758639,37,Female,0
15613772,39,Male,1
15731744,30,Male,0
15807709,55,Male,0
15714689,29,Male,0
15699005,41,Male,0
15624170,38,Male,0
15725679,47,Female,1
15585865,38,Female,1
15804256,36,Male,0
15662403,32,Female,0
15733616,40,Male,0
15591995,26,Male,0
15677020,58,Male,1
15727688,32,Male,0
15715941,54,Male,0
15714485,60,Female,1
15730059,44,Male,0
15715527,41,Female,0
15576623,31,Female,0
15805565,30,Female,0
15677307,40,Female,0
15773890,22,Male,0
15598883,37,Male,0
15568506,31,Male,0
15761043,38,Female,0
15782236,34,Female,0
15593601,34,Male,0
15682048,51,Male,1
15746902,38,Female,0
15752081,56,Male,1
15781307,37,Female,0
15775912,48,Male,1
15745417,58,Male,0
15671256,35,Female,1
15653547,56,Male,0
15595766,37,Male,0
15742358,32,Male,0
15763274,48,Female,0
15786063,31,Male,0
15600258,43,Male,0
15573318,26,Female,0
15653849,48,Female,1
15694272,30,Male,0
15736112,57,Male,0
15749851,26,Male,0
15663478,32,Male,0
15592300,35,Female,0
15567832,40,Female,0
15776780,59,Female,1
15592846,35,Female,0
15739803,34,Female,0
15794142,62,Male,1
15762729,28,Female,1
15667896,37,Male,0
15626578,26,Male,0
15776223,42,Male,0
15705953,51,Female,1
15802593,49,Male,1
15615457,44,Female,0
15708916,38,Female,0
15720187,30,Female,0
15595440,49,Male,0
15600651,24,Male,0
15750141,36,Female,0
15657284,47,Male,1
15763063,25,Female,0
15709324,34,Female,0
15711309,33,Female,0
15775318,51,Male,1
15705515,40,Female,0
15634844,41,Female,1
15717046,53,Male,0
15571816,70,Male,0
15670080,29,Male,0
15800440,61,Male,0
15665678,36,Male,0
15665956,46,Female,1
15788126,38,Male,0
15811773,36,Male,0
15651674,54,Female,1
15689614,63,Male,0
15795564,31,Male,0
15706647,31,Male,0
15728505,44,Male,0
15730076,45,Female,1
15622003,35,Female,0
15607312,49,Male,1
15644753,40,Male,0
15653620,27,Male,0
15761986,32,Female,0
15633922,30,Male,0
15734674,41,Female,0
15658032,39,Male,0
15692671,36,Female,0
15737741,33,Male,1
15576352,57,Male,0
15753719,30,Female,0
15803689,51,Female,1
15718057,51,Female,1
15722010,53,Female,1
15680998,44,Male,0
15614782,36,Female,0
15591047,47,Female,1
15788291,38,Male,1
15604044,38,Female,0
15679587,34,Male,0
15775153,32,Female,0
15603925,26,Male,0
15680970,41,Female,0
15697183,43,Female,0
15567446,39,Male,0
15637476,57,Female,1
15714939,34,Male,0
15683503,43,Male,1
15645569,26,Male,0
15782569,72,Male,0
15592387,30,Female,1
15609286,37,Male,0
15814035,29,Male,0
15661249,53,Male,0
15629117,28,Female,0
15607170,35,Male,0
15586585,51,Female,0
15686611,30,Female,0
15603203,27,Female,0
15619857,64,Male,0
15805062,38,Male,0
15660271,26,Male,0
15745295,31,Female,1
15719352,39,Female,0
15766575,62,Female,1
15594594,42,Male,0
15646161,37,Male,0
15682585,35,Female,0
15603134,40,Male,0
15636444,53,Male,0
15773456,36,Male,0
15745307,48,Male,0
15604119,35,Female,0
15626900,29,Male,0
15605447,49,Female,0
15589030,47,Male,0
15692463,28,Female,0
15712403,61,Female,1
15811762,54,Female,1
15718673,33,Female,0
15724282,44,Male,0
15738181,31,Female,1
15633648,51,Female,0
15603323,33,Female,0
15583725,48,Male,0
15588350,43,Male,0
15798398,36,Female,0
15784844,48,Female,1
15580684,29,Female,0
15809663,27,Male,0
15640078,39,Female,1
15698786,39,Female,1
15569807,34,Female,1
15730830,30,Male,0
15805112,38,Female,0
15633064,36,Female,0
15703119,38,Male,0
15730447,49,Male,0
15813850,52,Male,0
15711889,42,Female,0
15664610,48,Male,1
15751710,31,Male,0
15692926,25,Male,0
15813741,25,Male,0
15698474,54,Male,0
15568595,64,Male,0
15603065,30,Female,0
15592937,41,Male,0
15699637,57,Male,0
15667215,31,Male,0
15788659,46,Male,0
15763218,41,Male,0
15645772,33,Male,0
15725511,31,Male,0
15575024,29,Male,0
15640825,46,Male,0
15662397,42,Male,0
15576368,48,Female,0
15674991,42,Male,0
15721024,26,Female,0
15745621,32,Male,0
15642394,35,Male,0
15754605,39,Male,0
15607040,38,Female,0
15715142,45,Male,1
15810978,70,Male,0
15668886,38,Female,0
15780804,55,Male,0
15613880,58,Male,0
15775238,41,Male,0
15786905,40,Female,0
15747867,24,Female,0
15600337,42,Female,1
15801277,31,Male,0
15579334,45,Female,1
15802741,51,Female,1
15720649,36,Female,0
15589493,27,Female,0
15688251,43,Female,0
15665238,36,Female,0
15740900,34,Male,0
15681068,45,Male,0
15748625,57,Male,0
15727299,62,Male,1
15620204,57,Male,1
15669516,36,Male,0
15736534,33,Male,0
15803457,32,Female,0
15659098,30,Female,0
15603436,49,Male,0
15566292,36,Male,0
15808621,36,Male,0
15580148,40,Female,1
15776231,35,Male,0
15773809,42,Female,0
15649423,35,Male,0
15734886,34,Female,0
15722548,48,Female,0
15650288,35,Female,0
15629448,38,Female,0
15716164,41,Female,0
15807609,25,Female,1
15578977,34,Female,0
15677369,37,Female,0
15804072,42,Female,0
15696859,45,Female,0
15653780,43,Male,0
15721658,56,Male,1
15578761,42,Male,1
15736879,23,Female,0
15571973,38,Female,0
15626742,36,Male,0
15672692,42,Male,0
15673570,37,Male,0
15767432,25,Male,0
15654238,40,Female,0
15612525,57,Female,1
15812750,24,Male,0
15790757,25,Female,0
15723873,31,Female,0
15744607,43,Female,1
15612966,60,Male,1
15784209,47,Male,0
15794278,67,Male,0
15766741,36,Male,0
15661036,46,Female,0
15705639,28,Female,0
15637414,24,Male,0
15716835,24,Male,0
15696231,29,Male,0
15641675,49,Female,1
15670755,60,Male,0
15640059,40,Male,0
15787619,18,Female,0
15587535,46,Female,0
15813034,38,Male,0
15698839,46,Male,0
15790314,41,Male,0
15634245,47,Female,0
15677305,35,Male,0
15661526,37,Female,0
15685997,39,Female,0
15660101,31,Female,0
15637979,36,Female,0
15815364,28,Male,0
15647099,37,Female,0
15625944,58,Male,0
15583212,43,Female,0
15582741,35,Female,1
15637876,36,Female,1
15622750,21,Female,0
15672056,43,Male,1
15812351,27,Female,0
15810864,82,Male,0
15677921,60,Female,1
15724296,41,Female,0
15685329,63,Male,1
15584091,36,Female,1
15640442,31,Female,0
15639314,32,Male,0
15685320,36,Female,0
15789158,49,Female,1
15752137,33,Male,0
15712551,58,Female,1
15628936,28,Female,1
15797227,28,Male,0
15769974,35,Female,0
15737051,27,Female,0
15585595,28,Male,0
15654060,41,Male,0
15745196,35,Female,0
15571221,58,Male,1
15660155,36,Male,0
15605284,26,Male,0
15694366,42,Male,0
15600739,35,Female,0
15653253,48,Male,0
15763431,36,Male,0
15643696,49,Male,0
15707473,48,Female,0
15769504,34,Male,0
15776807,29,Female,0
15686870,36,Female,0
15668747,46,Male,0
15766908,32,Female,0
15570134,35,Male,0
15567367,42,Male,0
15747542,52,Male,0
15762238,44,Male,0
15681554,31,Male,0
15712825,29,Male,0
15640280,39,Male,0
15756026,46,Female,1
15613319,33,Female,0
15798906,69,Male,0
15708917,53,Male,0
15778463,37,Female,0
15699430,35,Female,0
15649992,65,Male,0
15578980,33,Male,0
15775306,28,Male,1
15641655,26,Female,0
15619708,25,Female,0
15734565,29,Female,0
15806438,42,Female,1
15591969,27,Male,0
15747807,43,Female,0
15596939,36,Female,0
15716155,36,Female,0
15765311,34,Female,0
15757811,69,Male,1
15603830,36,Female,0
15660602,33,Male,0
15660535,47,Male,0
15666633,56,Male,0
15596914,31,Male,0
15639788,39,Female,0
15695846,34,Male,0
15726234,41,Male,0
15797964,29,Male,0
15625881,37,Male,0
15780628,30,Female,0
15575883,34,Female,0
15585036,37,Male,0
15589488,56,Male,0
15585888,48,Male,1
15727915,36,Female,0
15707567,50,Female,1
15737792,31,Female,0
15599433,35,Male,0
15672012,41,Female,1
15806983,44,Female,0
15592222,49,Female,0
15608968,21,Female,0
15586959,42,Female,0
15646558,51,Male,0
15725811,25,Male,0
15572265,46,Female,0
15794048,48,Female,1
15677610,41,Male,0
15745012,43,Male,0
15601589,57,Male,0
15686436,32,Female,0
15693864,49,Female,1
15760550,39,Male,0
15686137,32,Male,0
15809087,64,Female,1
15807663,43,Female,1
15809100,32,Female,1
15794916,41,Male,0
15614215,53,Male,0
15805449,38,Female,0
15686983,25,Male,0
15808017,38,Male,0
15756804,48,Female,1
15646810,44,Female,1
15710424,36,Male,0
15799422,40,Male,0
15692750,45,Female,1
15794549,35,Male,0
15803764,28,Female,0
15674840,38,Male,0
15653762,39,Female,0
15581229,32,Male,0
15800228,42,Male,0
15656333,33,Female,0
15697497,45,Male,0
15585362,60,Female,1
15571928,43,Female,1
15785519,36,Female,0
15743007,45,Female,1
15777211,65,Male,0
15721935,25,Male,0
15591711,38,Female,0
15625021,42,Male,0
15702968,74,Male,0
15600462,43,Male,0
15768104,37,Female,0
15780140,32,Male,0
15585255,42,Female,0
15772781,51,Male,1
15669987,35,Female,1
15697000,32,Male,0
15733119,35,Female,0
15782390,40,Female,0
15654700,40,Female,1
15632210,25,Female,0
15642041,40,Female,1
15709737,36,Male,0
15792388,48,Male,0
15786014,28,Female,0
15794580,58,Female,1
15675964,45,Male,1
15814275,33,Male,0
15724848,46,Female,1
15754713,31,Male,0
15693814,25,Female,0
15599660,36,Male,0
15746490,53,Male,0
15566091,32,Female,0
15655961,27,Female,0
15710404,35,Male,0
15775625,47,Female,0
15792328,39,Male,1
15719856,45,Male,0
15593773,35,Female,0
15733114,45,Female,0
15797748,44,Male,0
15743411,61,Female,1
15753337,51,Female,1
15601026,19,Male,0
15658485,34,Male,0
15636731,36,Male,0
15628303,35,Male,0
15633461,38,Male,0
15677135,61,Male,0
15590876,24,Female,0
15790782,39,Female,0
15700476,41,Male,0
15634141,42,Female,0
15737795,36,Male,1
15790299,37,Male,0
15675316,38,Male,0
15613630,52,Male,1
15662100,44,Male,0
15668032,37,Male,0
15599289,37,Female,0
15754084,35,Male,0
15676521,31,Female,0
15804586,46,Female,1
15781465,29,Female,0
15729362,36,Female,0
15709295,25,Male,0
15745324,39,Female,1
15741336,38,Male,1
15783659,67,Male,0
15620981,48,Female,1
15630328,48,Male,0
15785899,33,Female,0
15606149,66,Male,0
15671139,39,Male,0
15660429,42,Male,1
15571002,44,Female,0
15631681,43,Male,0
15731522,67,Male,0
15619529,27,Female,0
15628034,37,Male,0
15686164,31,Male,0
15582797,35,Female,0
15753831,32,Male,0
15731815,63,Female,1
15580956,43,Male,1
15602084,42,Male,0
15589805,34,Male,0
15720893,34,Female,0
15641009,37,Female,0
15605926,70,Male,0
15805955,48,Male,0
15801488,25,Male,0
15605918,43,Female,0
15779711,38,Male,0
15705620,34,Female,0
15685357,36,Male,0
15570060,43,Female,1
15582616,38,Female,0
15799515,48,Female,0
15642937,46,Female,0
15624729,27,Female,0
15566156,44,Female,0
15792360,32,Male,0
15807008,35,Female,1
15704770,25,Male,0
15756475,31,Male,0
15655339,36,Female,0
15613749,34,Female,1
15664521,31,Male,0
15681206,49,Female,1
15745527,37,Female,0
15806926,35,Male,0
15724563,42,Male,0
15782899,28,Female,0
15623521,43,Female,0
15810218,29,Male,0
15645621,44,Male,0
15608114,62,Male,0
15659557,28,Male,0
15787772,38,Female,0
15691111,42,Female,0
15592089,43,Male,0
15633897,39,Male,0
15701301,42,Female,1
15723685,26,Female,0
15701602,52,Female,1
15739189,33,Female,0
15573086,42,Male,0
15569050,45,Female,1
15750765,71,Male,0
15799811,40,Female,1
15698442,35,Male,0
15655274,29,Male,0
15603594,24,Male,0
15585961,43,Male,0
15686936,37,Male,1
15770424,40,Female,0
15587451,41,Female,0
15602010,45,Female,1
15600583,31,Female,0
15654673,49,Female,1
15717164,32,Male,0
15765014,48,Male,0
15682639,32,Male,0
15729279,25,Female,0
15759805,32,Female,0
15767864,33,Female,0
